Start,YLow,YVAL,YPOC,YVAH,YHigh,SessionOpen,HourClose,LinRegAlpha,LinRegBeta,LinRegR2,YNakedLowDistPct,YNakedVALDistPct,YNakedPOCDistPct,YNakedVAHDistPct,YNakedHighDistPct,CrossYLow,CrossYVAL,CrossYPOC,CrossYVAH,CrossYHigh
2018-10-11T00:00:00Z,6535,6586.353535353535,6638.959595959596,6657.747474747474,6658,6630.21,6560,6620.473174863389,-0.9818646846346196,0.7652657949651328,-0.0038109756097560975,0.004017307218526728,0.012036523774328704,0.014900529687114996,0.014939024390243902,true,false,false,false,false
2018-10-12T00:00:00Z,6215,6273.969696969697,6290.818181818182,6354,6631,6252.71,6256.84,6228.557114754101,0.6425215337593769,0.5179360138477168,-0.0066870816578336895,0.002737755315733957,0.005430565879610448,0.015528605494147182,0.0598001547106846,false,true,true,true,false
2018-10-13T00:00:00Z,6216,6304.111111111111,6312.777777777777,6340.222222222223,6358,6298,6314.05,6312.152480874316,0.0771983884412346,0.030720655354106285,-0.015528860240257866,-0.0015740909382866573,-0.00020149067907647363,0.004145076808422873,0.006960667083725947,false,true,true,false,false
2018-10-14T00:00:00Z,6290,6309.575757575758,6316.787878787879,6328.636363636364,6340,6332.92,6326.37,6329.9654043715855,-0.12063517643789777,0.2761711065195892,-0.005748952400823836,-0.0026546411961744145,-0.0015146318049878383,0.00035824076624732293,0.002154474050679949,false,false,false,true,true
2018-10-15T00:00:00Z,6320,6354.010101010101,6363.20202020202,6397.212121212121,6410,6339.34,6356.82,6315.117704918033,0.48412864684634516,0.4293683921231709,-0.005792204278239703,-0.0004420290317956166,0.0010039642780542179,0.006354139524498304,0.008365818129190428,false,true,true,true,true
2018-10-16T00:00:00Z,6307,6702.79797979798,6932.616161616162,7098.595959595959,7570,6752.5,6725.66,6732.732142076502,-0.2714059460961431,0.2949921460835643,-0.0622481659792496,-0.0033992233032921937,0.030771130508554078,0.05544971937266521,0.1255400956932108,false,true,false,false,false
2018-10-17T00:00:00Z,6677,6701,6735.909090909091,6773,6892,6762.76,6755.45,6744.919819672132,0.09710780772437137,0.08982665527343736,-0.011612845924401753,-0.008060158834718608,-0.0028926139769976577,0.0025979024343308265,0.020213309254009753,false,true,true,true,false
2018-10-18T00:00:00Z,6681,6727.343434343435,6764.919191919192,6781.20202020202,6804,6739.01,6739.98,6732.351420765027,0.22400833564879014,0.4231892640557542,-0.008750767806432596,-0.0018748669367809588,0.003700187822395931,0.006116044884706002,0.00949854450606685,true,true,true,true,false
2018-10-19T00:00:00Z,6569,6685.727272727273,6715.989898989899,6765.707070707071,6782,6618.96,6635.03,6618.994546448087,0.3138741317032489,0.49650649276360703,-0.009951725915331167,0.007640850565449325,0.01220188891231834,0.019695023339317372,0.02215061574702756,true,false,false,false,false
2018-10-20T00:00:00Z,6525,6551.060606060606,6566.69696969697,6637.060606060606,6782,6528.88,6517.6,6521.781568306009,-0.06747124201166985,0.12476407770370257,0.0011353872591137284,0.005133884568032042,0.007532982953383087,0.018328925687462506,0.04056707990671407,true,true,true,false,false
